날짜,종목코드,종목명,전략,구분,가격,수량,금액,수수료,사유,손익,손익률,보유일
2025-10-28,010140,삼성중공업,sepa,SELL,29950.0,16,479200.0,1021.0,"트레일링 (고점 30,900 대비 -3.0%)",89324.0,22.97,5
2025-10-29,001440,대한전선,sepa,BUY,20700.0,115,2380500.0,335.0,진입 (점수 72),0.0,0.0,0
2025-10-29,336260,두산퓨얼셀,sepa,BUY,40450.0,59,2386550.0,335.0,진입 (점수 72),0.0,0.0,0
2025-10-29,010140,삼성중공업,sepa,BUY,30200.0,64,1932800.0,272.0,진입 (점수 70),0.0,0.0,0
2025-10-29,001440,대한전선,sepa,SELL,21700.0,34,737800.0,1572.0,1차 익절 +5.0%,32329.0,4.59,1
2025-10-29,336260,두산퓨얼셀,sepa,SELL,38023.0,59,2243357.0,4780.0,손절 -6.0%,-148308.0,-6.21,1
2025-10-30,001440,대한전선,sepa,SELL,21050.0,81,1705050.0,3633.0,"트레일링 (고점 21,950 대비 -3.0%)",24482.0,1.46,2
2025-10-30,010140,삼성중공업,sepa,SELL,30300.0,19,575700.0,1227.0,1차 익절 +5.0%,593.0,0.1,2
2025-10-30,010140,삼성중공업,sepa,SELL,30300.0,45,1363500.0,2905.0,"트레일링 (고점 32,500 대비 -3.0%)",1404.0,0.1,2
2025-10-31,054950,제이브이엠,rsi2,BUY,28500.0,82,2337000.0,328.0,진입 (점수 84),0.0,0.0,0
2025-10-31,005935,삼성전자우,sepa,BUY,82900.0,28,2321200.0,326.0,진입 (점수 74),0.0,0.0,0
2025-10-31,352820,하이브,sepa,BUY,331500.0,6,1989000.0,280.0,진입 (점수 72),0.0,0.0,0
2025-10-31,357780,솔브레인,rsi2,SELL,283000.0,8,2264000.0,4824.0,횡보 청산 (6일),30863.0,1.39,6
2025-11-03,032830,삼성생명,rsi2,BUY,154300.0,14,2160200.0,304.0,진입 (점수 78),0.0,0.0,0
2025-11-03,352820,하이브,sepa,SELL,342500.0,1,342500.0,730.0,1차 익절 +5.0%,10224.0,3.08,2
2025-11-04,005930,삼성전자,core,BUY,111800.0,4,447200.0,63.0,진입 (점수 75),0.0,0.0,0
2025-11-04,005935,삼성전자우,sepa,SELL,82000.0,8,656000.0,1398.0,1차 익절 +5.0%,-8691.0,-1.31,3
2025-11-04,005935,삼성전자우,sepa,SELL,82000.0,20,1640000.0,3494.0,"트레일링 (고점 87,500 대비 -3.0%)",-21727.0,-1.31,3
2025-11-05,054950,제이브이엠,rsi2,SELL,26790.0,82,2196780.0,4680.0,손절 -6.0%,-145229.0,-6.21,4
2025-11-05,352820,하이브,sepa,SELL,332000.0,5,1660000.0,3537.0,"트레일링 (고점 351,000 대비 -3.0%)",-1270.0,-0.08,4
2025-11-07,357780,솔브레인,rsi2,BUY,264000.0,8,2112000.0,297.0,진입 (점수 76),0.0,0.0,0
2025-11-07,011070,LG이노텍,sepa,BUY,248500.0,9,2236500.0,314.0,진입 (점수 74),0.0,0.0,0
2025-11-07,004020,현대제철,rsi2,BUY,30550.0,58,1771900.0,249.0,진입 (점수 72),0.0,0.0,0
2025-11-07,032830,삼성생명,rsi2,SELL,152000.0,14,2128000.0,4534.0,횡보 청산 (5일),-37037.0,-1.71,5
2025-11-10,004020,현대제철,rsi2,SELL,31900.0,17,542300.0,1155.0,1차 익절 +5.0%,21722.0,4.18,2
2025-11-11,067310,하나마이크론,rsi2,BUY,24600.0,95,2337000.0,328.0,진입 (점수 72),0.0,0.0,0
2025-11-11,033920,무학,sepa,BUY,9070.0,37,335590.0,47.0,진입 (점수 72),0.0,0.0,0
2025-11-11,357780,솔브레인,rsi2,SELL,281000.0,2,562000.0,1197.0,1차 익절 +5.0%,32728.0,6.2,3
2025-11-12,357780,솔브레인,rsi2,SELL,275000.0,6,1650000.0,3515.0,"트레일링 (고점 285,000 대비 -3.0%)",62262.0,3.93,4
2025-11-12,067310,하나마이크론,rsi2,SELL,25300.0,28,708400.0,1509.0,1차 익절 +5.0%,17994.0,2.61,2
2025-11-12,067310,하나마이크론,rsi2,SELL,25300.0,67,1695100.0,3611.0,"트레일링 (고점 26,400 대비 -3.0%)",43057.0,2.61,2
2025-11-13,036570,엔씨소프트,sepa,BUY,242000.0,9,2178000.0,306.0,진입 (점수 72),0.0,0.0,0
2025-11-13,016360,삼성증권,sepa,BUY,82800.0,27,2235600.0,314.0,진입 (점수 72),0.0,0.0,0
2025-11-13,011070,LG이노텍,sepa,SELL,244500.0,9,2200500.0,4688.0,횡보 청산 (5일),-41003.0,-1.83,5
2025-11-14,036570,엔씨소프트,sepa,SELL,227480.0,9,2047320.0,4362.0,손절 -6.0%,-135348.0,-6.21,2
2025-11-17,033920,무학,sepa,SELL,8525.8,37,315454.6,672.0,손절 -6.0%,-20855.0,-6.21,5
2025-11-18,004020,현대제철,rsi2,SELL,30200.0,41,1238200.0,2638.0,본전보호 청산,-17164.0,-1.37,8
2025-11-18,016360,삼성증권,sepa,SELL,77832.0,27,2101464.0,4477.0,손절 -6.0%,-138927.0,-6.21,4
2025-11-19,005930,삼성전자,core,SELL,95030.0,4,380120.0,810.0,손절 -15.0%,-67953.0,-15.19,12
2025-11-21,005380,현대차,rsi2,BUY,255000.0,8,2040000.0,287.0,진입 (점수 68),0.0,0.0,0
2025-11-21,004170,신세계,sepa,BUY,232500.0,9,2092500.0,294.0,진입 (점수 64),0.0,0.0,0
2025-11-21,078930,GS,sepa,BUY,60600.0,36,2181600.0,307.0,진입 (점수 64),0.0,0.0,0
2025-11-24,051910,LG화학,rsi2,BUY,369000.0,5,1845000.0,259.0,진입 (점수 78),0.0,0.0,0
2025-11-24,240810,원익IPS,rsi2,BUY,57600.0,5,288000.0,40.0,진입 (점수 78),0.0,0.0,0
2025-11-24,004170,신세계,sepa,SELL,218550.0,9,1966950.0,4191.0,손절 -6.0%,-130035.0,-6.21,2
2025-11-25,078930,GS,sepa,SELL,56964.0,36,2050704.0,4369.0,손절 -6.0%,-135572.0,-6.21,3
2025-11-25,240810,원익IPS,rsi2,SELL,60000.0,1,60000.0,128.0,1차 익절 +5.0%,2264.0,3.93,2
2025-11-26,051910,LG화학,rsi2,SELL,397000.0,1,397000.0,846.0,1차 익절 +5.0%,27102.0,7.34,3
2025-11-27,058470,리노공업,sepa,BUY,63700.0,34,2165800.0,304.0,진입 (점수 70),0.0,0.0,0
2025-11-27,004990,롯데지주,rsi2,BUY,28200.0,78,2199600.0,309.0,진입 (점수 70),0.0,0.0,0
2025-11-28,051910,LG화학,rsi2,SELL,374000.0,4,1496000.0,3187.0,"트레일링 (고점 402,500 대비 -3.0%)",16605.0,1.12,5
2025-11-28,058470,리노공업,sepa,SELL,68300.0,10,683000.0,1455.0,1차 익절 +5.0%,44455.0,6.98,2
2025-12-01,950160,코오롱티슈진,sepa,BUY,85400.0,25,2135000.0,300.0,진입 (점수 74),0.0,0.0,0
2025-12-01,005380,현대차,rsi2,SELL,254500.0,8,2036000.0,4338.0,횡보 청산 (7일),-8624.0,-0.42,7
2025-12-01,058470,리노공업,sepa,SELL,66600.0,24,1598400.0,3405.0,"트레일링 (고점 70,300 대비 -3.0%)",65980.0,4.32,3
2025-12-03,055550,신한지주,sepa,BUY,81100.0,26,2108600.0,296.0,진입 (점수 67),0.0,0.0,0
2025-12-03,316140,우리금융지주,sepa,BUY,28500.0,59,1681500.0,236.0,진입 (점수 65),0.0,0.0,0
2025-12-03,004990,롯데지주,rsi2,SELL,27850.0,78,2172300.0,4628.0,횡보 청산 (5일),-32237.0,-1.47,5
2025-12-03,950160,코오롱티슈진,sepa,SELL,80276.0,25,2006900.0,4276.0,손절 -6.0%,-132676.0,-6.21,3
2025-12-05,005380,현대차,sepa,BUY,282000.0,7,1974000.0,277.0,진입 (점수 74),0.0,0.0,0
2025-12-05,066570,LG전자,sepa,BUY,98200.0,22,2160400.0,304.0,진입 (점수 72),0.0,0.0,0
2025-12-05,240810,원익IPS,rsi2,SELL,61800.0,4,247200.0,527.0,보유기간 초과 (10일),16241.0,7.05,10
2025-12-05,005380,현대차,sepa,SELL,315000.0,2,630000.0,1342.0,1차 익절 +5.0%,64579.0,11.45,1
2025-12-08,196170,알테오젠,rsi2,BUY,473000.0,1,473000.0,66.0,진입 (점수 80),0.0,0.0,0
2025-12-09,005380,현대차,sepa,SELL,307000.0,5,1535000.0,3270.0,"트레일링 (고점 321,000 대비 -3.0%)",121531.0,8.62,3
2025-12-10,247540,에코프로비엠,sepa,BUY,185300.0,10,1853000.0,260.0,진입 (점수 74),0.0,0.0,0
2025-12-11,055550,신한지주,sepa,SELL,77100.0,26,2004600.0,4271.0,추세 무효화 (7일 신고가 없음),-108567.0,-5.15,7
2025-12-11,316140,우리금융지주,sepa,SELL,27500.0,59,1622500.0,3457.0,추세 무효화 (7일 신고가 없음),-62693.0,-3.73,7
2025-12-11,247540,에코프로비엠,sepa,SELL,174182.0,10,1741820.0,3711.0,손절 -6.0%,-115151.0,-6.21,2
2025-12-12,196170,알테오젠,rsi2,SELL,444620.0,1,444620.0,947.0,손절 -6.0%,-29394.0,-6.21,5
2025-12-15,066570,LG전자,sepa,SELL,95700.0,22,2105400.0,4486.0,추세 무효화 (7일 신고가 없음),-59789.0,-2.77,7
2025-12-17,039030,이오테크닉스,rsi2,BUY,238500.0,8,1908000.0,268.0,진입 (점수 82),0.0,0.0,0
2025-12-17,018880,한온시스템,rsi2,BUY,3330.0,644,2144520.0,301.0,진입 (점수 80),0.0,0.0,0
2025-12-17,067310,하나마이크론,rsi2,BUY,23150.0,91,2106650.0,296.0,진입 (점수 78),0.0,0.0,0
2025-12-17,035420,NAVER,rsi2,BUY,233000.0,8,1864000.0,262.0,진입 (점수 74),0.0,0.0,0
2025-12-17,039030,이오테크닉스,rsi2,SELL,252000.0,2,504000.0,1074.0,1차 익절 +5.0%,25859.0,5.42,1
2025-12-17,018880,한온시스템,rsi2,SELL,3130.2,644,2015848.7999999998,4295.0,손절 -6.0%,-133267.0,-6.21,1
2025-12-17,067310,하나마이크론,rsi2,SELL,24450.0,27,660150.0,1406.0,1차 익절 +5.0%,33606.0,5.38,1
2025-12-18,067310,하나마이크론,rsi2,SELL,24350.0,64,1558400.0,3320.0,"트레일링 (고점 25,400 대비 -3.0%)",73272.0,4.94,2
2025-12-19,006400,삼성SDI,rsi2,BUY,280000.0,7,1960000.0,275.0,진입 (점수 82),0.0,0.0,0
2025-12-19,373220,LG에너지솔루션,rsi2,BUY,381000.0,5,1905000.0,268.0,진입 (점수 80),0.0,0.0,0
2025-12-19,066970,엘앤에프,rsi2,BUY,109600.0,8,876800.0,123.0,진입 (점수 78),0.0,0.0,0
2025-12-19,039030,이오테크닉스,rsi2,SELL,248000.0,6,1488000.0,3170.0,"트레일링 (고점 257,000 대비 -3.0%)",53629.0,3.75,3
2025-12-19,066970,엘앤에프,rsi2,SELL,103024.0,8,824192.0,1756.0,손절 -6.0%,-54487.0,-6.21,1
2025-12-23,066970,엘앤에프,rsi2,BUY,107100.0,19,2034900.0,286.0,진입 (점수 72),0.0,0.0,0
2025-12-23,009240,한샘,sepa,BUY,54800.0,5,274000.0,39.0,진입 (점수 68),0.0,0.0,0
2025-12-23,035420,NAVER,rsi2,SELL,237000.0,8,1896000.0,4039.0,횡보 청산 (5일),27699.0,1.49,5
2025-12-23,009240,한샘,sepa,SELL,51512.0,5,257560.0,549.0,손절 -6.0%,-17027.0,-6.21,1
2025-12-26,131970,두산테스나,sepa,BUY,47850.0,43,2057550.0,289.0,진입 (점수 66),0.0,0.0,0
2025-12-26,373220,LG에너지솔루션,rsi2,SELL,383500.0,5,1917500.0,4085.0,횡보 청산 (5일),8147.0,0.43,5
2025-12-29,007070,GS리테일,rsi2,BUY,20300.0,99,2009700.0,282.0,진입 (점수 78),0.0,0.0,0
2025-12-29,006400,삼성SDI,rsi2,SELL,277500.0,7,1942500.0,4139.0,횡보 청산 (6일),-21914.0,-1.12,6
2025-12-29,066970,엘앤에프,rsi2,SELL,100674.0,19,1912806.0,4075.0,손절 -6.0%,-126455.0,-6.21,4
2025-12-29,131970,두산테스나,sepa,SELL,51100.0,12,613200.0,1306.0,1차 익절 +5.0%,37613.0,6.55,2
2026-01-02,016360,삼성증권,rsi2,BUY,75400.0,28,2111200.0,297.0,진입 (점수 78),0.0,0.0,0
2026-01-02,090460,비에이치,rsi2,BUY,16100.0,132,2125200.0,299.0,진입 (점수 72),0.0,0.0,0
2026-01-02,033920,무학,sepa,BUY,9260.0,24,222240.0,31.0,진입 (점수 72),0.0,0.0,0
2026-01-05,131970,두산테스나,sepa,SELL,53800.0,15,807000.0,1719.0,2차 익절 +15.0%,87430.0,12.18,5
2026-01-05,131970,두산테스나,sepa,SELL,53800.0,16,860800.0,1834.0,"트레일링 (고점 56,600 대비 -3.0%)",93258.0,12.18,5
2026-01-06,005935,삼성전자우,sepa,BUY,100000.0,16,1600000.0,225.0,진입 (점수 74),0.0,0.0,0
2026-01-06,007070,GS리테일,rsi2,SELL,19960.0,99,1976040.0,4210.0,횡보 청산 (5일),-38152.0,-1.9,5
2026-01-07,016360,삼성증권,rsi2,SELL,77300.0,8,618400.0,1318.0,1차 익절 +5.0%,13798.0,2.29,4
2026-01-07,033920,무학,sepa,SELL,8704.4,24,208905.59999999998,445.0,손절 -6.0%,-13811.0,-6.21,4
2026-01-07,005935,삼성전자우,sepa,SELL,103300.0,4,413200.0,880.0,1차 익절 +5.0%,12263.0,3.07,2
2026-01-08,016360,삼성증권,rsi2,SELL,76700.0,20,1534000.0,3268.0,"트레일링 (고점 79,500 대비 -3.0%)",22520.0,1.49,5
2026-01-08,090460,비에이치,rsi2,SELL,16130.0,132,2129160.0,4536.0,횡보 청산 (5일),-875.0,-0.04,5
2026-01-08,005935,삼성전자우,sepa,SELL,101900.0,12,1222800.0,2605.0,"트레일링 (고점 105,400 대비 -3.0%)",20026.0,1.67,3
2026-01-12,047810,한국항공우주,sepa,BUY,152400.0,14,2133600.0,300.0,진입 (점수 74),0.0,0.0,0
2026-01-12,010140,삼성중공업,sepa,BUY,28500.0,75,2137500.0,300.0,진입 (점수 70),0.0,0.0,0
2026-01-12,012450,한화에어로스페이스,sepa,BUY,1256000.0,1,1256000.0,177.0,진입 (점수 70),0.0,0.0,0
2026-01-12,005380,현대차,sepa,BUY,383000.0,5,1915000.0,269.0,진입 (점수 67),0.0,0.0,0
2026-01-12,000270,기아,sepa,BUY,136000.0,5,680000.0,96.0,진입 (점수 67),0.0,0.0,0
2026-01-12,005380,현대차,sepa,SELL,360020.0,5,1800100.0,3835.0,손절 -6.0%,-119004.0,-6.21,1
2026-01-14,005380,현대차,sepa,BUY,406500.0,4,1626000.0,228.0,진입 (점수 74),0.0,0.0,0
2026-01-14,000270,기아,sepa,SELL,143000.0,1,143000.0,305.0,1차 익절 +5.0%,6676.0,4.91,3
2026-01-15,047810,한국항공우주,sepa,SELL,166600.0,4,666400.0,1420.0,1차 익절 +5.0%,55295.0,9.07,4
2026-01-15,010140,삼성중공업,sepa,SELL,30150.0,22,663300.0,1413.0,1차 익절 +5.0%,34799.0,5.55,4
2026-01-15,012450,한화에어로스페이스,sepa,SELL,1294000.0,1,1294000.0,2757.0,1차 익절 +5.0%,35067.0,2.79,4
2026-01-16,010950,S-Oil,sepa,BUY,90600.0,24,2174400.0,306.0,진입 (점수 74),0.0,0.0,0
2026-01-16,047810,한국항공우주,sepa,SELL,155900.0,10,1559000.0,3321.0,"트레일링 (고점 166,700 대비 -3.0%)",31464.0,2.06,5
2026-01-16,000270,기아,sepa,SELL,151100.0,2,302200.0,644.0,2차 익절 +15.0%,29518.0,10.85,5
2026-01-16,000270,기아,sepa,SELL,151100.0,2,302200.0,644.0,"트레일링 (고점 159,500 대비 -3.0%)",29518.0,10.85,5
2026-01-19,032830,삼성생명,sepa,BUY,166800.0,13,2168400.0,305.0,진입 (점수 72),0.0,0.0,0
2026-01-19,034020,두산에너빌리티,sepa,BUY,97000.0,7,679000.0,95.0,진입 (점수 72),0.0,0.0,0
2026-01-19,005380,현대차,sepa,SELL,480000.0,1,480000.0,1023.0,1차 익절 +5.0%,72420.0,17.81,4
2026-01-20,010140,삼성중공업,sepa,SELL,30850.0,53,1635050.0,3484.0,"트레일링 (고점 32,000 대비 -3.0%)",120854.0,8.0,7
2026-01-20,005380,현대차,sepa,SELL,479000.0,1,479000.0,1021.0,2차 익절 +15.0%,71422.0,17.57,5
2026-01-20,005380,현대차,sepa,SELL,479000.0,2,958000.0,2041.0,"트레일링 (고점 496,500 대비 -3.0%)",142845.0,17.57,5
2026-01-20,032830,삼성생명,sepa,SELL,175200.0,3,525600.0,1120.0,1차 익절 +5.0%,24010.0,4.8,2
2026-01-21,095340,ISC,rsi2,BUY,98700.0,23,2270100.0,319.0,진입 (점수 76),0.0,0.0,0
2026-01-21,015760,한국전력,sepa,BUY,65300.0,28,1828400.0,257.0,진입 (점수 74),0.0,0.0,0
2026-01-21,034020,두산에너빌리티,sepa,SELL,91180.0,7,638260.0,1360.0,손절 -6.0%,-42195.0,-6.21,3
2026-01-21,015760,한국전력,sepa,SELL,67900.0,8,543200.0,1157.0,1차 익절 +5.0%,19569.0,3.75,1
2026-01-22,010950,S-Oil,sepa,SELL,98500.0,7,689500.0,1469.0,1차 익절 +5.0%,53742.0,8.47,5
2026-01-22,095340,ISC,rsi2,SELL,106300.0,6,637800.0,1359.0,1차 익절 +5.0%,44158.0,7.46,2
2026-01-22,015760,한국전력,sepa,SELL,66000.0,20,1320000.0,2812.0,"트레일링 (고점 69,500 대비 -3.0%)",11004.0,0.84,2
2026-01-23,006400,삼성SDI,sepa,BUY,402000.0,5,2010000.0,282.0,진입 (점수 72),0.0,0.0,0
2026-01-23,005490,POSCO홀딩스,sepa,BUY,371000.0,4,1484000.0,209.0,진입 (점수 72),0.0,0.0,0
2026-01-23,006400,삼성SDI,sepa,SELL,377880.0,5,1889400.0,4025.0,손절 -6.0%,-124908.0,-6.21,1
2026-01-26,032830,삼성생명,sepa,SELL,182200.0,10,1822000.0,3882.0,"트레일링 (고점 189,000 대비 -3.0%)",149884.0,8.98,6
2026-01-27,950160,코오롱티슈진,sepa,BUY,93900.0,25,2347500.0,330.0,진입 (점수 74),0.0,0.0,0
2026-01-27,010950,S-Oil,sepa,SELL,101500.0,8,812000.0,1730.0,2차 익절 +15.0%,85368.0,11.78,8
2026-01-27,095340,ISC,rsi2,SELL,117900.0,8,943200.0,2010.0,2차 익절 +15.0%,151480.0,19.18,5
2026-01-27,950160,코오롱티슈진,sepa,SELL,98300.0,7,688100.0,1466.0,1차 익절 +5.0%,29242.0,4.45,1
2026-01-27,950160,코오롱티슈진,sepa,SELL,98300.0,18,1769400.0,3770.0,"트레일링 (고점 103,200 대비 -3.0%)",75193.0,4.45,1
2026-01-28,011070,LG이노텍,rsi2,BUY,260000.0,9,2340000.0,329.0,진입 (점수 82),0.0,0.0,0
2026-01-28,357780,솔브레인,sepa,BUY,366000.0,6,2196000.0,309.0,진입 (점수 74),0.0,0.0,0
2026-01-28,010950,S-Oil,sepa,SELL,100500.0,9,904500.0,1927.0,"트레일링 (고점 104,500 대비 -3.0%)",87058.0,10.68,9
2026-01-28,095340,ISC,rsi2,SELL,131600.0,4,526400.0,1122.0,3차 익절 +25.0%,130423.0,33.03,6
2026-01-28,357780,솔브레인,sepa,SELL,412500.0,1,412500.0,879.0,1차 익절 +5.0%,45570.0,12.45,1
2026-01-29,004170,신세계,sepa,BUY,292500.0,8,2340000.0,329.0,진입 (점수 74),0.0,0.0,0
2026-01-29,095340,ISC,rsi2,SELL,138700.0,5,693500.0,1478.0,"트레일링 (고점 143,100 대비 -3.0%)",198453.0,40.21,7
2026-01-29,357780,솔브레인,sepa,SELL,450000.0,2,900000.0,1917.0,2차 익절 +15.0%,165980.0,22.67,2
2026-01-29,004170,신세계,sepa,SELL,307000.0,2,614000.0,1308.0,1차 익절 +5.0%,27610.0,4.72,1
2026-01-30,950160,코오롱티슈진,sepa,BUY,104000.0,25,2600000.0,365.0,진입 (점수 74),0.0,0.0,0
2026-01-30,005490,POSCO홀딩스,sepa,SELL,348740.0,4,1394960.0,2972.0,손절 -6.0%,-92221.0,-6.21,6
2026-01-30,011070,LG이노텍,rsi2,SELL,244400.0,9,2199600.0,4686.0,손절 -6.0%,-145415.0,-6.21,3
2026-01-30,357780,솔브레인,sepa,SELL,488500.0,1,488500.0,1041.0,3차 익절 +25.0%,121408.0,33.17,3
2026-01-30,357780,솔브레인,sepa,SELL,488500.0,2,977000.0,2082.0,"트레일링 (고점 530,000 대비 -3.0%)",242816.0,33.17,3
2026-02-02,004170,신세계,sepa,SELL,313500.0,6,1881000.0,4008.0,"트레일링 (고점 333,000 대비 -3.0%)",121746.0,6.94,3
2026-02-02,950160,코오롱티슈진,sepa,SELL,102900.0,7,720300.0,1535.0,1차 익절 +5.0%,-9337.0,-1.28,2
2026-02-02,950160,코오롱티슈진,sepa,SELL,102900.0,18,1852200.0,3946.0,"트레일링 (고점 110,900 대비 -3.0%)",-24009.0,-1.28,2
2026-02-04,006800,미래에셋증권,sepa,BUY,51500.0,50,2575000.0,362.0,진입 (점수 74),0.0,0.0,0
2026-02-04,007070,GS리테일,sepa,BUY,23400.0,111,2597400.0,365.0,진입 (점수 74),0.0,0.0,0
2026-02-04,001440,대한전선,sepa,BUY,30450.0,85,2588250.0,364.0,진입 (점수 72),0.0,0.0,0
2026-02-04,402340,SK스퀘어,sepa,BUY,542000.0,3,1626000.0,228.0,진입 (점수 70),0.0,0.0,0
2026-02-04,036570,엔씨소프트,rsi2,BUY,212000.0,2,424000.0,60.0,진입 (점수 68),0.0,0.0,0
2026-02-04,001440,대한전선,sepa,SELL,33500.0,25,837500.0,1784.0,1차 익절 +5.0%,74359.0,9.77,1
2026-02-04,402340,SK스퀘어,sepa,SELL,569000.0,1,569000.0,1212.0,1차 익절 +5.0%,25712.0,4.74,1
2026-02-05,007070,GS리테일,sepa,SELL,21996.0,111,2441556.0,5202.0,손절 -6.0%,-161411.0,-6.21,2
